N,E,R,time
125,100,20,14
125,100,20,16
125,100,20,22
125,100,20,16
125,100,20,25
125,100,20,21
125,100,20,15
125,100,20,16
125,100,20,22
125,100,20,17
125,100,20,17
125,100,20,22
125,100,20,17
125,100,20,21
125,100,20,14
125,100,20,20
125,100,20,15
125,100,20,17
125,100,20,14
125,100,20,20
125,100,20,20
125,100,20,21
125,100,20,21
125,100,20,28
125,100,20,15
125,100,20,19
125,100,20,19
125,100,20,18
125,100,20,20
125,100,20,16
125,100,20,16
125,100,20,27
125,100,20,15
125,100,20,22
125,100,20,20
125,100,20,15
125,100,20,17
125,100,20,19
125,100,20,14
125,100,20,12
125,100,20,17
125,100,20,12
125,100,20,15
125,100,20,15
125,100,20,20
125,100,20,19
125,100,20,18
125,100,20,24
125,100,20,17
125,100,20,17
125,100,20,20
125,100,20,19
125,100,20,15
125,100,20,18
125,100,20,20
125,100,20,19
125,100,20,15
125,100,20,13
125,100,20,23
125,100,20,16
125,100,20,16
125,100,20,19
125,100,20,17
125,100,20,12
125,100,20,16
125,100,20,19
125,100,20,17
125,100,20,21
125,100,20,15
125,100,20,18
125,100,20,17
125,100,20,25
125,100,20,11
125,100,20,24
125,100,20,30
125,100,20,16
125,100,20,28
125,100,20,20
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,16
125,100,20,15
125,100,20,18
125,100,20,18
125,100,20,20
125,100,20,13
125,100,20,16
125,100,20,21
125,100,20,17
125,100,20,13
125,100,20,17
125,100,20,21
125,100,20,20
125,100,20,17
125,100,20,20
125,100,20,17
125,100,20,15
125,100,20,20
125,100,20,18
125,100,20,17
125,100,20,15
125,100,20,15
125,100,20,13
125,100,20,14
125,100,20,18
125,100,20,21
125,100,20,22
125,100,20,17
125,100,20,23
125,100,20,15
125,100,20,19
125,100,20,20
125,100,20,16
125,100,20,25
125,100,20,12
125,100,20,23
125,100,20,18
125,100,20,20
125,100,20,19
125,100,20,26
125,100,20,20
125,100,20,16
125,100,20,17
125,100,20,20
125,100,20,15
125,100,20,19
125,100,20,19
125,100,20,17
125,100,20,21
125,100,20,13
125,100,20,16
125,100,20,18
125,100,20,19
125,100,20,18
125,100,20,23
125,100,20,18
125,100,20,16
125,100,20,22
125,100,20,13
125,100,20,15
125,100,20,16
125,100,20,19
125,100,20,23
125,100,20,20
125,100,20,21
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,18
125,100,20,15
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,14
125,100,20,18
125,100,20,16
125,100,20,23
125,100,20,22
125,100,20,19
125,100,20,14
125,100,20,15
125,100,20,20
125,100,20,14
125,100,20,13
125,100,20,14
125,100,20,19
125,100,20,23
125,100,20,18
125,100,20,19
125,100,20,17
125,100,20,20
125,100,20,17
125,100,20,27
125,100,20,21
125,100,20,24
125,100,20,18
125,100,20,13
125,100,20,14
125,100,20,13
125,100,20,14
125,100,20,23
125,100,20,19
125,100,20,20
125,100,20,13
125,100,20,19
125,100,20,14
125,100,20,20
125,100,20,22
125,100,20,22
125,100,20,13
125,100,20,16
125,100,20,24
125,100,20,21
125,100,20,22
125,100,20,17
125,100,20,18
125,100,20,15
125,100,20,14
125,100,20,24
125,100,20,16
125,100,20,15
125,100,20,16
125,100,20,15
125,100,20,20
125,100,20,17
125,100,20,18
125,100,20,26
125,100,20,16
125,100,20,14
125,100,20,27
125,100,20,16
125,100,20,17
125,100,20,15
125,100,20,23
125,100,20,19
125,100,20,21
125,100,20,17
125,100,20,12
125,100,20,15
125,100,20,15
125,100,20,17
125,100,20,14
125,100,20,24
125,100,20,16
125,100,20,18
125,100,20,20
125,100,20,22
125,100,20,22
125,100,20,21
125,100,20,18
125,100,20,18
125,100,20,15
125,100,20,16
125,100,20,27
125,100,20,20
125,100,20,17
125,100,20,15
125,100,20,18
125,100,20,20
125,100,20,16
125,100,20,14
125,100,20,18
125,100,20,21
125,100,20,17
125,100,20,18
125,100,20,17
125,100,20,17
125,100,20,26
125,100,20,17
125,100,20,16
125,100,20,22
125,100,20,18
125,100,20,13
125,100,20,28
125,100,20,18
125,100,20,29
125,100,20,19
125,100,20,25
125,100,20,20
125,100,20,19
125,100,20,21
125,100,20,16
125,100,20,19
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,21
125,100,20,15
125,100,20,18
125,100,20,15
125,100,20,17
125,100,20,13
125,100,20,22
125,100,20,14
125,100,20,14
125,100,20,14
125,100,20,25
125,100,20,19
125,100,20,16
125,100,20,27
125,100,20,19
125,100,20,15
125,100,20,16
125,100,20,17
125,100,20,15
125,100,20,16
125,100,20,20
125,100,20,19
125,100,20,19
125,100,20,13
125,100,20,18
125,100,20,24
125,100,20,23
125,100,20,16
125,100,20,20
125,100,20,17
125,100,20,17
125,100,20,15
125,100,20,31
125,100,20,13
125,100,20,16
125,100,20,15
125,100,20,17
125,100,20,20
125,100,20,17
125,100,20,24
125,100,20,22
125,100,20,15
125,100,20,19
125,100,20,23
125,100,20,16
125,100,20,19
125,100,20,25
125,100,20,17
125,100,20,18
125,100,20,20
125,100,20,18
125,100,20,20
125,100,20,17
125,100,20,22
125,100,20,21
125,100,20,15
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,16
125,100,20,16
125,100,20,10
125,100,20,25
125,100,20,17
125,100,20,15
125,100,20,16
125,100,20,18
125,100,20,20
125,100,20,20
125,100,20,13
125,100,20,26
125,100,20,11
125,100,20,12
125,100,20,18
125,100,20,23
125,100,20,29
125,100,20,18
125,100,20,21
125,100,20,25
125,100,20,17
125,100,20,22
125,100,20,15
125,100,20,16
125,100,20,16
125,100,20,19
125,100,20,22
125,100,20,15
125,100,20,18
125,100,20,20
125,100,20,13
125,100,20,18
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,17
125,100,20,13
125,100,20,15
125,100,20,17
125,100,20,15
125,100,20,20
125,100,20,21
125,100,20,14
125,100,20,18
125,100,20,16
125,100,20,18
125,100,20,16
125,100,20,16
125,100,20,21
125,100,20,15
125,100,20,23
125,100,20,19
125,100,20,22
125,100,20,15
125,100,20,19
125,100,20,20
125,100,20,14
125,100,20,17
125,100,20,18
125,100,20,20
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,17
125,100,20,15
125,100,20,16
125,100,20,24
125,100,20,21
125,100,20,18
125,100,20,20
125,100,20,17
125,100,20,14
125,100,20,19
125,100,20,19
125,100,20,13
125,100,20,20
125,100,20,20
125,100,20,17
125,100,20,15
125,100,20,17
125,100,20,17
125,100,20,16
125,100,20,11
125,100,20,19
125,100,20,16
125,100,20,14
125,100,20,23
125,100,20,17
125,100,20,24
125,100,20,18
125,100,20,14
125,100,20,27
125,100,20,18
125,100,20,17
125,100,20,18
125,100,20,12
125,100,20,15
125,100,20,17
125,100,20,14
125,100,20,17
125,100,20,16
125,100,20,18
125,100,20,19
125,100,20,24
125,100,20,21
125,100,20,18
125,100,20,17
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,21
125,100,20,17
125,100,20,17
125,100,20,18
125,100,20,11
125,100,20,20
125,100,20,33
125,100,20,20
125,100,20,14
125,100,20,17
125,100,20,16
125,100,20,24
125,100,20,17
125,100,20,20
125,100,20,13
125,100,20,18
125,100,20,15
125,100,20,28
125,100,20,16
125,100,20,22
125,100,20,13
125,100,20,24
125,100,20,19
125,100,20,17
125,100,20,18
125,100,20,13
125,100,20,26
125,100,20,23
125,100,20,17
125,100,20,15
125,100,20,21
125,100,20,23
125,100,20,13
125,100,20,17
125,100,20,23
125,100,20,15
125,100,20,19
125,100,20,18
125,100,20,19
125,100,20,13
125,100,20,26
125,100,20,19
125,100,20,18
125,100,20,17
125,100,20,20
125,100,20,25
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,15
125,100,20,13
125,100,20,24
125,100,20,16
125,100,20,14
125,100,20,16
125,100,20,16
125,100,20,16
125,100,20,15
125,100,20,21
125,100,20,27
125,100,20,24
125,100,20,16
125,100,20,20
125,100,20,16
125,100,20,21
125,100,20,18
125,100,20,16
125,100,20,25
125,100,20,15
125,100,20,15
125,100,20,20
125,100,20,16
125,100,20,17
125,100,20,14
125,100,20,20
125,100,20,17
125,100,20,19
125,100,20,19
125,100,20,18
125,100,20,13
125,100,20,17
125,100,20,17
125,100,20,29
125,100,20,15
125,100,20,23
125,100,20,18
125,100,20,26
125,100,20,16
125,100,20,19
125,100,20,13
125,100,20,14
125,100,20,18
125,100,20,18
125,100,20,18
125,100,20,18
125,100,20,18
125,100,20,16
125,100,20,14
125,100,20,19
125,100,20,14
125,100,20,18
125,100,20,19
125,100,20,16
125,100,20,18
125,100,20,17
125,100,20,18
125,100,20,15
125,100,20,14
125,100,20,20
125,100,20,20
125,100,20,13
125,100,20,17
125,100,20,16
125,100,20,14
125,100,20,22
125,100,20,25
125,100,20,26
125,100,20,15
125,100,20,17
125,100,20,15
125,100,20,13
125,100,20,16
125,100,20,20
125,100,20,18
125,100,20,20
125,100,20,16
125,100,20,18
125,100,20,22
125,100,20,18
125,100,20,26
125,100,20,15
125,100,20,16
125,100,20,13
125,100,20,11
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,13
125,100,20,14
125,100,20,17
125,100,20,21
125,100,20,19
125,100,20,28
125,100,20,14
125,100,20,20
125,100,20,22
125,100,20,16
125,100,20,21
125,100,20,17
125,100,20,20
125,100,20,26
125,100,20,18
125,100,20,16
125,100,20,19
125,100,20,20
125,100,20,19
125,100,20,21
125,100,20,14
125,100,20,17
125,100,20,24
125,100,20,17
125,100,20,18
125,100,20,17
125,100,20,20
125,100,20,19
125,100,20,21
125,100,20,16
125,100,20,15
125,100,20,13
125,100,20,15
125,100,20,17
125,100,20,15
125,100,20,21
125,100,20,21
125,100,20,12
125,100,20,14
125,100,20,15
125,100,20,15
125,100,20,19
125,100,20,17
125,100,20,18
125,100,20,15
125,100,20,14
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,24
125,100,20,13
125,100,20,13
125,100,20,20
125,100,20,23
125,100,20,14
125,100,20,20
125,100,20,18
125,100,20,24
125,100,20,18
125,100,20,15
125,100,20,15
125,100,20,18
125,100,20,14
125,100,20,22
125,100,20,19
125,100,20,17
125,100,20,20
125,100,20,17
125,100,20,17
125,100,20,16
125,100,20,14
125,100,20,19
125,100,20,16
125,100,20,21
125,100,20,21
125,100,20,15
125,100,20,23
125,100,20,17
125,100,20,19
125,100,20,21
125,100,20,16
125,100,20,16
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,15
125,100,20,24
125,100,20,17
125,100,20,16
125,100,20,20
125,100,20,13
125,100,20,22
125,100,20,19
125,100,20,15
125,100,20,12
125,100,20,23
125,100,20,23
125,100,20,19
125,100,20,20
125,100,20,14
125,100,20,14
125,100,20,14
125,100,20,20
125,100,20,19
125,100,20,18
125,100,20,17
125,100,20,20
125,100,20,21
125,100,20,23
125,100,20,14
125,100,20,17
125,100,20,23
125,100,20,13
125,100,20,20
125,100,20,18
125,100,20,18
125,100,20,19
125,100,20,19
125,100,20,21
125,100,20,20
125,100,20,16
125,100,20,17
125,100,20,20
125,100,20,19
125,100,20,15
125,100,20,21
125,100,20,19
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,17
125,100,20,25
125,100,20,19
125,100,20,14
125,100,20,18
125,100,20,14
125,100,20,15
125,100,20,25
125,100,20,18
125,100,20,14
125,100,20,15
125,100,20,21
125,100,20,22
125,100,20,30
125,100,20,25
125,100,20,27
125,100,20,18
125,100,20,17
125,100,20,15
125,100,20,14
125,100,20,20
125,100,20,24
125,100,20,29
125,100,20,23
125,100,20,15
125,100,20,17
125,100,20,16
125,100,20,22
125,100,20,15
125,100,20,20
125,100,20,14
125,100,20,16
125,100,20,15
125,100,20,15
125,100,20,18
125,100,20,19
125,100,20,21
125,100,20,13
125,100,20,21
125,100,20,18
125,100,20,15
125,100,20,21
125,100,20,19
125,100,20,19
125,100,20,21
125,100,20,16
125,100,20,14
125,100,20,21
125,100,20,17
125,100,20,16
125,100,20,16
125,100,20,16
125,100,20,17
125,100,20,15
125,100,20,21
125,100,20,20
125,100,20,25
125,100,20,13
125,100,20,17
125,100,20,23
125,100,20,12
125,100,20,15
125,100,20,16
125,100,20,18
125,100,20,21
125,100,20,16
125,100,20,16
125,100,20,22
125,100,20,20
125,100,20,17
125,100,20,26
125,100,20,16
125,100,20,18
125,100,20,24
125,100,20,18
125,100,20,15
125,100,20,18
125,100,20,20
125,100,20,16
125,100,20,15
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,16
125,100,20,20
125,100,20,15
125,100,20,25
125,100,20,20
125,100,20,17
125,100,20,13
125,100,20,24
125,100,20,15
125,100,20,24
125,100,20,19
125,100,20,12
125,100,20,13
125,100,20,16
125,100,20,26
125,100,20,13
125,100,20,16
125,100,20,15
125,100,20,19
125,100,20,22
125,100,20,15
125,100,20,19
125,100,20,19
125,100,20,19
125,100,20,25
125,100,20,27
125,100,20,18
125,100,20,19
125,100,20,20
125,100,20,16
125,100,20,20
125,100,20,18
125,100,20,23
125,100,20,18
125,100,20,15
125,100,20,15
125,100,20,21
125,100,20,16
125,100,20,18
125,100,20,16
125,100,20,21
125,100,20,28
125,100,20,20
125,100,20,19
125,100,20,15
125,100,20,21
125,100,20,17
125,100,20,20
125,100,20,17
125,100,20,27
125,100,20,14
125,100,20,23
125,100,20,34
125,100,20,20
125,100,20,15
125,100,20,19
125,100,20,11
125,100,20,13
125,100,20,18
125,100,20,16
125,100,20,18
125,100,20,19
125,100,20,22
125,100,20,16
125,100,20,16
125,100,20,16
125,100,20,15
125,100,20,18
125,100,20,22
125,100,20,23
125,100,20,16
125,100,20,12
125,100,20,20
125,100,20,20
125,100,20,18
125,100,20,19
125,100,20,15
125,100,20,21
125,100,20,19
125,100,20,20
125,100,20,12
125,100,20,17
125,100,20,20
125,100,20,20
125,100,20,18
125,100,20,17
125,100,20,18
125,100,20,14
125,100,20,20
125,100,20,23
125,100,20,16
125,100,20,14
125,100,20,13
125,100,20,23
125,100,20,22
125,100,20,20
125,100,20,25
125,100,20,19
125,100,20,17
125,100,20,19
125,100,20,17
125,100,20,21
125,100,20,20
125,100,20,15
125,100,20,26
125,100,20,14
125,100,20,18
125,100,20,22
125,100,20,16
125,100,20,23
125,100,20,16
125,100,20,16
125,100,20,20
125,100,20,16
125,100,20,14
125,100,20,23
125,100,20,18
125,100,20,15
125,100,20,18
125,100,20,25
125,100,20,20
125,100,20,19
125,100,20,14
125,100,20,22
125,100,20,12
125,100,20,17
125,100,20,20
125,100,20,13
125,100,20,20
125,100,20,19
125,100,20,15
125,100,20,15
125,100,20,25
125,100,20,16
125,100,20,20
125,100,20,19
125,100,20,19
125,100,20,17
125,100,20,20
125,100,20,21
125,100,20,26
125,100,20,21
125,100,20,20
125,100,20,22
125,100,20,23
125,100,20,17
125,100,20,19
125,100,20,15
125,100,20,18
125,100,20,18
125,100,20,21
125,100,20,14
125,100,20,17
125,100,20,13
125,100,20,12
125,100,20,15
125,100,20,18
125,100,20,18
125,100,20,19
125,100,20,17
125,100,20,15
125,100,20,18
125,100,20,16
125,100,20,23
125,100,20,14
125,100,20,13
125,100,20,21
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,24
125,100,20,27
125,100,20,19
125,100,20,16
125,100,20,16
125,100,20,19
125,100,20,17
125,100,20,16
125,100,20,16
125,100,20,21
125,100,20,16
125,100,20,19
125,100,20,21
125,100,20,16
125,100,20,21
125,100,20,14
125,100,20,26
125,100,20,24
125,100,20,25
125,100,20,16
125,100,20,17
125,100,20,17
125,100,20,19
125,100,20,18
125,100,20,15
125,100,20,14
125,100,20,25
125,100,20,15
125,100,20,14
125,100,20,21
125,100,20,21
125,100,20,17
125,100,20,15
125,100,20,14
125,100,20,23
125,100,20,14
125,100,20,20
125,100,20,24
125,100,20,18
125,100,20,13
125,100,20,20
125,100,20,21
125,100,20,16
125,100,20,15
125,100,20,25
125,100,20,23
125,100,20,16
125,100,20,17
125,100,20,20
125,100,20,18
125,100,20,18
125,100,20,27
125,100,20,14
125,100,20,32
125,100,20,13
125,100,20,19
125,100,20,22
125,100,20,27
125,100,20,17
125,100,20,13
125,100,20,23
125,100,20,16
125,100,20,17
125,100,20,14
125,100,20,16
125,100,20,18
125,100,20,13
125,100,20,21
125,100,20,16
125,100,20,18
125,100,20,22
125,100,20,13
125,100,20,16
125,100,20,18
125,100,20,21
125,100,20,19
125,100,20,16
125,100,20,19
125,100,20,16
125,100,20,15
125,100,20,13
125,100,20,22
125,100,20,15
125,100,20,15
125,100,20,19
125,100,20,19
125,100,20,28
125,100,20,25
125,100,20,17
125,100,20,13
125,100,20,28
125,100,20,15
125,100,20,17
125,100,20,14
125,100,20,17
125,100,20,14
125,100,20,21
125,100,20,18
125,100,20,17
125,100,20,13
125,100,20,15
125,100,20,21
125,100,20,24
125,100,20,19
125,100,20,20
125,100,20,14
125,100,20,15
125,100,20,20
125,100,20,25
125,100,20,16
125,100,20,19
125,100,20,16
125,100,20,13
125,100,20,18
125,100,20,23
125,100,20,14
125,100,20,16
125,100,20,18
125,100,20,23
125,100,20,13
125,100,20,16
125,100,20,19
125,100,20,23
125,100,20,18
125,100,20,23
125,100,20,20
125,100,20,19
125,100,20,14
125,100,20,20
125,100,20,17
125,100,20,14
125,100,20,16
125,100,20,18
125,100,20,25
125,100,20,17
125,100,20,19
125,100,20,15
125,100,20,19
125,100,20,18
125,100,20,18
125,100,20,18
125,100,20,19
125,100,20,13
125,100,20,14
125,100,20,13
125,100,20,17
125,100,20,16
125,100,20,15
125,100,20,20
125,100,20,19
125,100,20,27
125,100,20,21
125,100,20,15
125,100,20,21
125,100,20,15
125,100,20,15
125,100,20,17
125,100,20,21
125,100,20,16
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,22
125,100,20,23
125,100,20,15
125,100,20,22
125,100,20,17
125,100,20,16
125,100,20,17
125,100,20,20
125,100,20,16
125,100,20,14
125,100,20,15
125,100,20,20
125,100,20,16
125,100,20,14
125,100,20,22
125,100,20,20
125,100,20,20
125,100,20,19
125,100,20,15
125,100,20,23
125,100,20,18
125,100,20,24
125,100,20,16
125,100,20,15
125,100,20,17
125,100,20,13
125,100,20,18
125,100,20,15
125,100,20,14
125,100,20,17
125,100,20,23
125,100,20,25
125,100,20,22
125,100,20,20
125,100,20,13
125,100,20,20
125,100,20,16
125,100,20,22
125,100,20,14
125,100,20,13
125,100,20,22
125,100,20,23
125,100,20,16
125,100,20,19
125,100,20,17
125,100,20,16
125,100,20,16
125,100,20,18
125,100,20,12
125,100,20,15
125,100,20,24
125,100,20,19
125,100,20,27
125,100,20,16
125,100,20,14
125,100,20,14
125,100,20,28
125,100,20,17
125,100,20,11
125,100,20,16
125,100,20,12
125,100,20,16
125,100,20,22
125,100,20,19
125,100,20,16
125,100,20,17
125,100,20,20
125,100,20,18
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,14
125,100,20,21
125,100,20,18
125,100,20,17
125,100,20,24
125,100,20,22
125,100,20,14
125,100,20,17
125,100,20,17
125,100,20,16
125,100,20,15
125,100,20,19
125,100,20,18
125,100,20,20
125,100,20,25
125,100,20,12
125,100,20,17
125,100,20,19
125,100,20,14
125,100,20,12
125,100,20,17
125,100,20,19
125,100,20,14
125,100,20,16
125,100,20,17
125,100,20,13
125,100,20,17
125,100,20,13
125,100,20,23
125,100,20,14
125,100,20,13
125,100,20,17
125,100,20,18
125,100,20,17
125,100,20,13
125,100,20,15
125,100,20,19
125,100,20,18
125,100,20,24
125,100,20,20
125,100,20,15
125,100,20,22
125,100,20,19
125,100,20,21
125,100,20,13
125,100,20,20
125,100,20,15
125,100,20,16
125,100,20,21
125,100,20,19
125,100,20,12
125,100,20,20
125,100,20,18
125,100,20,22
125,100,20,11
125,100,20,11
125,100,20,13
125,100,20,30
125,100,20,16
125,100,20,16
125,100,20,19
125,100,20,22
125,100,20,20
125,100,20,19
125,100,20,21
125,100,20,16
125,100,20,23
125,100,20,15
125,100,20,22
125,100,20,16
125,100,20,18
125,100,20,16
125,100,20,19
125,100,20,18
125,100,20,21
125,100,20,14
125,100,20,16
125,100,20,12
125,100,20,15
125,100,20,16
125,100,20,28
125,100,20,15
125,100,20,20
125,100,20,18
125,100,20,15
125,100,20,22
125,100,20,18
125,100,20,14
125,100,20,19
125,100,20,28
125,100,20,17
125,100,20,16
125,100,20,24
125,100,20,17
125,100,20,16
125,100,20,22
125,100,20,21
125,100,20,16
125,100,20,19
125,100,20,16
125,100,20,14
125,100,20,22
125,100,20,17
125,100,20,21
125,100,20,17
125,100,20,27
125,100,20,18
125,100,20,23
125,100,20,15
125,100,20,16
125,100,20,18
125,100,20,17
125,100,20,18
125,100,20,14
125,100,20,15
125,100,20,16
125,100,20,20
125,100,20,15
125,100,20,26
125,100,20,16
125,100,20,21
125,100,20,17
125,100,20,20
125,100,20,21
125,100,20,16
125,100,20,15
125,100,20,18
125,100,20,25
125,100,20,23
125,100,20,16
125,100,20,15
125,100,20,23
125,100,20,21
125,100,20,16
125,100,20,16
125,100,20,12
125,100,20,22
125,100,20,22
125,100,20,14
125,100,20,16
125,100,20,12
125,100,20,23
125,100,20,18
125,100,20,24
125,100,20,16
125,100,20,22
125,100,20,11
125,100,20,18
125,100,20,18
125,100,20,17
125,100,20,13
125,100,20,18
125,100,20,14
125,100,20,17
125,100,20,23
125,100,20,19
125,100,20,16
125,100,20,22
125,100,20,10
125,100,20,19
125,100,20,26
125,100,20,15
125,100,20,23
125,100,20,18
125,100,20,17
125,100,20,20
125,100,20,23
125,100,20,18
125,100,20,26
125,100,20,20
125,100,20,22
125,100,20,17
125,100,20,23
125,100,20,18
125,100,20,22
125,100,20,13
125,100,20,15
125,100,20,17
125,100,20,12
125,100,20,19
125,100,20,17
125,100,20,20
125,100,20,20
125,100,20,15
125,100,20,14
125,100,20,18
125,100,20,14
125,100,20,19
125,100,20,16
125,100,20,22
125,100,20,12
125,100,20,19
125,100,20,26
125,100,20,18
125,100,20,19
125,100,20,22
125,100,20,15
125,100,20,16
125,100,20,14
125,100,20,17
125,100,20,15
125,100,20,21
125,100,20,17
125,100,20,19
125,100,20,24
125,100,20,21
125,100,20,21
125,100,20,16
125,100,20,16
125,100,20,16
125,100,20,21
125,100,20,24
125,100,20,12
125,100,20,12
125,100,20,14
125,100,20,17
125,100,20,14
125,100,20,18
125,100,20,22
125,100,20,16
125,100,20,14
125,100,20,18
125,100,20,16
125,100,20,14
125,100,20,17
125,100,20,18
125,100,20,19
125,100,20,16
125,100,20,18
125,100,20,18
125,100,20,16
125,100,20,16
125,100,20,19
125,100,20,16
125,100,20,19
125,100,20,14
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,16
125,100,20,18
125,100,20,17
125,100,20,15
125,100,20,19
125,100,20,16
125,100,20,12
125,100,20,17
125,100,20,28
125,100,20,23
125,100,20,18
125,100,20,20
125,100,20,17
125,100,20,24
125,100,20,12
125,100,20,22
125,100,20,14
125,100,20,17
125,100,20,23
125,100,20,18
125,100,20,17
125,100,20,23
125,100,20,17
125,100,20,21
125,100,20,17
125,100,20,20
125,100,20,19
125,100,20,18
125,100,20,14
125,100,20,19
125,100,20,26
125,100,20,16
125,100,20,16
125,100,20,16
125,100,20,15
125,100,20,19
125,100,20,16
125,100,20,17
